Number,PlotNo,Subplot,Location,Date,Layer,corrected,CFs,Taxon,Euro+Med Taxon,0.01,0.03,0.10,0.32,1.00,3.16,phen,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting,height,
2895,BC14,SE,Biodidaktik,29/05/2025,,,cf,Geranium molle,Geranium molle,0,0,0,0,0.5,0.01,fl,,,,1,,,7,
2917,BC14,NW,Biodidaktik,28/07/2025,,,,Geranium molle,Geranium molle,,,,,0.1,0.001,S,1,,,,,,"1, 2",
2964,BC14,NW,Biodidaktik,05/10/2025,,,,Geranium molle,Geranium molle,,,,,0.5,0.1,,,,,,,,"2, 2, 3",
3015,BC15,NW,Blühfläche PflaPhy,27/03/2025,,29.05,,Geranium molle,Geranium molle,,,,,0.1,,,,,,,,,,
3036,BC15,SE,Blühfläche PflaPhy,27/03/2025,,,,Geranium molle,Geranium molle,,,,,1,3,,,,,,,,1,
3064,BC15,NW,Blühfläche PflaPhy,29/05/2025,,,,Geranium molle,Geranium molle,0,0,0,0,0.5,0.5,fl/fr,,,,1,1,,,
3086,BC15,SE,Blühfläche PflaPhy,29/05/2025,,,,Geranium molle,Geranium molle,0,0,0,0,0.5,,,,,,,,,"5, 4, 7",
3105,BC15,NW,Blühfläche PflaPhy,29/07/2025,,,,Geranium molle,Geranium molle,,,,,2,1,,,,,,,,"3, 2, 2",
3123,BC15,SE,Blühfläche PflaPhy,29/07/2025,,,,Geranium molle,Geranium molle,,,,,0.3,,,,,,,,,,
3146,BC15,NW,Blühfläche PflaPhy,01/10/2025,,,,Geranium molle,Geranium molle,,,,,0.5,1,,,,,,,,,
3165,BC15,SE,Blühfläche PflaPhy,01/10/2025,,,,Geranium molle,Geranium molle,,,,,1,,,,,,,,,"2, 3, 2",
3191,BC16,NW,Vorderseite PflaPhy,28/03/2025,,,pusillum cf,Geranium molle,Geranium molle,,,,,1,1,,,,,,,,"3, 2, 2",
3215,BC16,SE,Vorderseite PflaPhy,28/03/2025,,,cf,Geranium molle,Geranium molle,,,,,0.5,,,,,,,,,,
3246,BC16,NW,Vorderseite PflaPhy,26/05/2025,,,cf,Geranium molle,Geranium molle,0,0,0,3,5,,,,,,,,,,
3267,BC16,SE,Vorderseite PflaPhy,26/05/2025,,,cf,Geranium molle,Geranium molle,0,0,0,2,3,3,fl+fr,,,,1,1,,"10, 13, 8",
3293,BC16,NW,Vorderseite PflaPhy,02/08/2025,,,,Geranium molle,Geranium molle,,,,,6,5,,,,,,,,"3, 3, 6",
3315,BC16,SE,Vorderseite PflaPhy,02/08/2025,,,,Geranium molle,Geranium molle,,,,,5,,,,,,,,,,
3339,BC16,NW,Vorderseite PflaPhy,05/10/2025,,,,Geranium molle,Geranium molle,,,,,20,10,,,,,,,,,
3365,BC16,SE,Vorderseite PflaPhy,05/10/2025,,,,Geranium molle,Geranium molle,,,,,7,,,,,,,,,"3, 2, 4",
3409,BC17,N,Gartenhaus Blühfläche,05/04/2025,,23.05,,Geranium molle,Geranium molle,,,,,0.1,0.5,,,,,,,,"2, 1, 1",
3454,BC17,S,Gartenhaus Blühfläche,05/04/2025,,23.05,,Geranium molle,Geranium molle,,,,,2,,,,,,,,,,
3502,BC17,N,Gartenhaus Blühfläche,23/05/2025,,X,,Geranium molle,Geranium molle,0,0,0,0,0.5,0.5,fl+fr,,,,1,1,,"5, 3, 5",
3539,BC17,S,Gartenhaus Blühfläche,23/05/2025,,,,Geranium molle,Geranium molle,0,0,5,2,3,,,,,,,,,,
3621,BC17,S,Gartenhaus Blühfläche,23/07/2025,,,,Geranium molle,Geranium molle,,,,,0.3,0.01,fl,,,,1,,,6,
3668,BC17,N,Gartenhaus Blühfläche,01/10/2025,,,,Geranium molle,Geranium molle,,,,,0.5,2,,,,,,,,,
3706,BC17,S,Gartenhaus Blühfläche,01/10/2025,,,,Geranium molle,Geranium molle,,,,,3,,,,,,,,,"6, 5, 6",
3743,BC18,NW,Gartenhaus,28/03/2025,,,pusillum cf,Geranium molle,Geranium molle,,,,,0.1,0.1,,,,,,,,"2, 1, 1",
3768,BC18,SE,Gartenhaus,28/03/2025,,,pusillum cf,Geranium molle,Geranium molle,,,,,0.01,,,,,,,,,,
3791,BC18,NW,Gartenhaus,24/05/2025,,,pusillum cf,Geranium molle,Geranium molle,0,0,0,0,0.2,1,fl,,,,1,,,,
3819,BC18,SE,Gartenhaus,24/05/2025,,,pusillum cf,Geranium molle,Geranium molle,0,0,0,0.5,0.1,,,,,,,,,"8, 10, 6",
3847,BC18,NW,Gartenhaus,01/08/2025,,,,Geranium molle,Geranium molle,,,,,0.3,0.2,fl,,,,1,,,"11, 6, 11",
3872,BC18,SE,Gartenhaus,01/08/2025,,,,Geranium molle,Geranium molle,,,,,0.05,,,,,,,,,,
3904,BC18,NW,Gartenhaus,26/09/2025,,,,Geranium molle,Geranium molle,,,,,2,,,,,,,,,"5, 6, 6",
3933,BC18,SE,Gartenhaus,26/09/2025,,,,Geranium molle,Geranium molle,,,,,0.1,0.1,S,1,,,,,,,
230,BC02,NW,Garystr. Flächen Gelenkte Spontan,22/05/2025,,,cf,Geum,Geum,0,0,0,0,0.1,0.001,,,,,,,,3,
278,BC02,NW,Garystr. Flächen Gelenkte Spontan,24/07/2025,,,,Geum,Geum,,,,,0.01,,,,,,,,,3,
327,BC02,NW,Garystr. Flächen Gelenkte Spontan,02/10/2025,,,,Geum,Geum,,,,,0.01,0.001,,,,,,,,3,
2856,BC14,EXT,Biodidaktik,29/05/2025,,,cf,Geum,Geum,0,0,0,0,0,0.001,S,1,,,,,,2,
2414,BC12,SE,Sustainibility Dep.,28/03/2025,,,,Geum urbanum,Geum urbanum,,,,,0.1,0.1,,,,,,,,1,
2463,BC12,SE,Sustainibility Dep.,31/05/2025,,,,Geum urbanum,Geum urbanum,0,0,0,0,0.01,0.01,,,,,,,,"4, 7",
2510,BC12,SE,Sustainibility Dep.,25/07/2025,,,,Geum urbanum,Geum urbanum,,,,,0.01,0.001,,,,,,,,3,
2524,BC12,EXT,Sustainibility Dep.,03/10/2025,,,,Geum urbanum,Geum urbanum,,,,,0,0.001,,,,,,,,6,
2299,BC11,EXT,Durchgang Fabeckstrasse Takustrasse,29/07/2025,,,cf,Grass sp.,,,,,,0,X,,,,,,,,X,
2340,BC11,EXT,Durchgang Fabeckstrasse Takustrasse,01/10/2025,,,,Grass sp.,,,,,,0,0.5,,,,,,,,"4, 7, 5",
2004,BC10,NW,Arnimallee meadow,31/05/2025,,,,Helianthus tuberosus,Helianthus tuberosus,0,0,0,3,8,1,,,,,,,,"16, 13, 20",
2095,BC10,NW,Arnimallee meadow,25/07/2025,,,,Helianthus tuberosus,Helianthus tuberosus,,,,,1,0.5,,,,,,,,"12, 9, 11",
2169,BC10,NW,Arnimallee meadow,03/10/2025,,,,Helianthus tuberosus,Helianthus tuberosus,,,,,2,0.5,,,,,,,,"15, 15, 19",
895,BC05,SE,Hochschulsport,28/03/2025,,,,Helichrysum,Helichrysum,,,,,0.01,0.1,,,,,,,,"3, 3, 2",
914,BC05,EXT,Hochschulsport,30/05/2025,,,,Helichrysum,Helichrysum,0,0,0,0,0,0.1,,,,,,,,"18, 17, 10",
1000,BC05,EXT,Hochschulsport,23/07/2025,,,,Helichrysum,Helichrysum,,,,,0,0.5,fl,,,,1,,,"40, 29",
1059,BC05,EXT,Hochschulsport,28/09/2025,,,,Helichrysum,Helichrysum,,,,,0,0.1,,,,,,,,"5, 7, 8",
3410,BC17,N,Gartenhaus Blühfläche,05/04/2025,,,,Helichrysum arenarium,Helichrysum arenarium (agg.),,,,,0.001,0.001,S,1,,,,,,1,
3482,BC17,EXT,Gartenhaus Blühfläche,23/05/2025,,X,,Helichrysum arenarium,Helichrysum arenarium (agg.),,,,,0,0.01,,,,,,,,4,
1453,BC07,S,Sophie's site,23/05/2025,,,,Herniaria glabra,Herniaria glabra,0,0,0,0,2,0.5,fl,,,,1,,,"2, 2, 2",
1510,BC07,S,Sophie's site,31/07/2025,,,,Herniaria glabra,Herniaria glabra,,,,,5,1,fl+fr,,,,1,1,,"1, 2, 1",
2689,BC13,EXT,Profund,28/07/2025,,,,Herniaria glabra,Herniaria glabra,,,,,0,0.01,,,,,,,,1,
2742,BC13,EXT,Profund,05/10/2025,,,,Herniaria glabra,Herniaria glabra,,,,,0,0.1,,,,,,,,1,
4242,BC20,EXT,Theaterwissenschaften,22/07/2025,,,,Herniaria glabra,Herniaria glabra,,,,,0,0.01,,,,,,,,"3, 4, 2",
973,BC05,SE,Hochschulsport,30/05/2025,,,cf,Holcus,Holcus,0,0,0,0,0.1,0.001,,,,,,,,15,
1760,BC09,EXT,Zierkirschenplatz Randstreifen,24/05/2025,,X,,Holcus,Holcus,0,0,0,0,0,0.1,,,,,,,,"15, 12, 10",
12,BC01,NW,August-von-Wassermann Platz,29/03/2025,,,,Holcus lanatus,Holcus lanatus,,,,,3,3,,,,,,,,,
27,BC01,SE,August-von-Wassermann Platz,29/03/2025,,24.07,,Holcus lanatus,Holcus lanatus,,,,,2,,,,,,,,,"7, 5, 6",
51,BC01,NW,August-von-Wassermann Platz,22/05/2025,,,,Holcus lanatus,Holcus lanatus,0,0,0,0,7,10,fl,,,,1,,,"16, 17, 15",
69,BC01,SE,August-von-Wassermann Platz,22/05/2025,,,,Holcus lanatus,Holcus lanatus,0,0,0,0,10,,,,,,,,,,
91,BC01,NW,August-von-Wassermann Platz,24/07/2025,,,,Holcus lanatus,Holcus lanatus,,,,,2,,fr,,,,,1,,"12, 11, 15",
104,BC01,SE,August-von-Wassermann Platz,24/07/2025,,,,Holcus lanatus,Holcus lanatus,,,,,5,5,,,,,,,,,
128,BC01,NW,August-von-Wassermann Platz,02/10/2025,,,,Holcus lanatus,Holcus lanatus,,,,,3,5,,,,,,,,"15, 10, 18",
146,BC01,SE,August-von-Wassermann Platz,02/10/2025,,,,Holcus lanatus,Holcus lanatus,,,,,8,,,,,,,,,"20, 11, 18",
2381,BC12,EXT,Sustainibility Dep.,28/03/2025,,,cf hairy,Holcus lanatus,Holcus lanatus,,,,,0,0.1,,,,,,,,10,
3735,BC18,EXT,Gartenhaus,28/03/2025,,24.05,,Holcus lanatus,Holcus lanatus,,,,,0,0.5,,,,,,,,"8, 5, 7",
3781,BC18,EXT,Gartenhaus,24/05/2025,,,,Holcus lanatus,Holcus lanatus,,,,,0,0.7,,,,,,,,"18, 17, 20",
3833,BC18,EXT,Gartenhaus,01/08/2025,,,,Holcus lanatus,Holcus lanatus,,,,,0,3,,,,,,,,"20, 15, 18",
3891,BC18,EXT,Gartenhaus,26/09/2025,,,,Holcus lanatus,Holcus lanatus,,,,,0,1,,,,,,,,"14, 10, 8",
3959,BC19,NW,Rasen Pharmazie,05/04/2025,,,cf,Holcus lanatus,Holcus lanatus,,,,,1,0.5,,,,,,,,"9, 6, 8",
4000,BC19,NW,Rasen Pharmazie,26/05/2025,,,cf,Holcus lanatus,Holcus lanatus,0,0,0,0,7,X,,,,,,,,"17, 23, 15",
4041,BC19,NW,Rasen Pharmazie,22/07/2025,,,cf,Holcus lanatus,Holcus lanatus,,,,,2,0.5,,,,,,,,"12, 9, 11",
4080,BC19,NW,Rasen Pharmazie,26/09/2025,,,,Holcus lanatus,Holcus lanatus,,,,,3,3,,,,,,,,"14, 12, 9",
1359,BC07,N,Sophie's site,27/03/2025,,,,Holosteum umbellatum,Holosteum umbellatum,,,,,0.1,0.1,fl,,,,1,,,1,
1,BC01,EXT,August-von-Wassermann Platz,29/03/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.1,,,,,,,,X,
40,BC01,EXT,August-von-Wassermann Platz,22/05/2025,,,,Hypericum perforatum,Hypericum perforatum,0,0,0,0,0,1,fr,,,,,1,,"16, 10, 15",
81,BC01,EXT,August-von-Wassermann Platz,24/07/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,1,fl,,,,1,,,"29, 25, 23",
114,BC01,EXT,August-von-Wassermann Platz,02/10/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.1,,,,,,,,"13, 10",
162,BC02,EXT,Garystr. Flächen Gelenkte Spontan,29/03/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,2,,,,,,,,"4, 5, 4",
217,BC02,EXT,Garystr. Flächen Gelenkte Spontan,22/05/2025,,,,Hypericum perforatum,Hypericum perforatum,0,0,0,0,0,0.5,,,,,,,,"9, 15, 18",
267,BC02,EXT,Garystr. Flächen Gelenkte Spontan,24/07/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,1,fl/fr,,,,1,1,,"35, 27, 20",
312,BC02,EXT,Garystr. Flächen Gelenkte Spontan,02/10/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,5,fr,,,,,1,,"35, 30, 24",
367,BC03,EXT,Hahn-Meitner-Fläche,29/03/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.1,,,,,,,,6,
448,BC03,NW,Hahn-Meitner-Fläche,30/05/2025,,,,Hypericum perforatum,Hypericum perforatum,0,0,0,1,0.5,0.1,,,,,,,,X,
487,BC03,EXT,Hahn-Meitner-Fläche,24/07/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.5,fl+fr,,,,1,1,,"37, 40, 32",
539,BC03,EXT,Hahn-Meitner-Fläche,02/10/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.3,fl,,,,1,,,"9, 10, 4",
602,BC04,NW,Hahn-Meitner-Bau,29/03/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0.01,X,,,,,,,,2,
667,BC04,NW,Hahn-Meitner-Bau,24/05/2025,,,,Hypericum perforatum,Hypericum perforatum,0,0,0,0,0.3,0.2,,,,,,,,"22, 9, 6",
744,BC04,NW,Hahn-Meitner-Bau,24/07/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,1,0.7,fl,,,,1,,,"19, 44, 26",
798,BC04,NW,Hahn-Meitner-Bau,02/10/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,1,4,,,,,,,,"13, 14, 12",
896,BC05,SE,Hochschulsport,28/03/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0.1,X,,,,,,,,3,
936,BC05,NW,Hochschulsport,30/05/2025,,,,Hypericum perforatum,Hypericum perforatum,0,0,0,0,0.5,,,,,,,,,,
974,BC05,SE,Hochschulsport,30/05/2025,,,,Hypericum perforatum,Hypericum perforatum,0,0,0,6,2,0.5,,,,,,,,"15, 13, 17",
1012,BC05,NW,Hochschulsport,23/07/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0.5,,,,,,,,,,
1039,BC05,SE,Hochschulsport,23/07/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,2,2,flb,,,1,,,,"20, 22, 22",
1075,BC05,NW,Hochschulsport,28/09/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,1,2,,,,,,,,,
1106,BC05,SE,Hochschulsport,28/09/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,7,,fr,,,,,1,,"46, 35, 31",
1344,BC07,EXT,Sophie's site,27/03/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.2,,,,,,,,4,
1418,BC07,EXT,Sophie's site,23/05/2025,,,,Hypericum perforatum,Hypericum perforatum,0,0,0,0,0,0.01,,,,,,,,21,
1474,BC07,EXT,Sophie's site,31/07/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.5,fl+fr,,,,1,1,,"9, 13, 21",
1576,BC07,S,Sophie's site,28/09/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0.1,,,,,,,,,"4, 9",
1889,BC10,EXT,Arnimallee meadow,04/04/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.1,,,,,,,,"4, 3",
1982,BC10,EXT,Arnimallee meadow,31/05/2025,,,,Hypericum perforatum,Hypericum perforatum,0,0,0,0,0,0.1,,,,,,,,"16, 14, 10",
2072,BC10,EXT,Arnimallee meadow,25/07/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.01,,,,,,,,"10, 13, 6",
2150,BC10,EXT,Arnimallee meadow,03/10/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.5,,,,,,,,"9, 18, 7",
2391,BC12,NW,Sustainibility Dep.,28/03/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0.1,0.1,,,,,,,,4,
2439,BC12,NW,Sustainibility Dep.,31/05/2025,,,,Hypericum perforatum,Hypericum perforatum,0,0,0,2,4,1,,,,,,,,"23, 32, 19",
2490,BC12,NW,Sustainibility Dep.,25/07/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,5,0.5,,,,,,,,"17, 12, 10",
2538,BC12,NW,Sustainibility Dep.,03/10/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,3,2,,,,,,,,"12, 9, 5",
2857,BC14,EXT,Biodidaktik,29/05/2025,,,,Hypericum perforatum,Hypericum perforatum,0,0,0,0,0,0.01,,,,,,,,24,
2958,BC14,EXT,Biodidaktik,05/10/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.1,,,,,,,,"4, 5, 3",
3005,BC15,EXT,Blühfläche PflaPhy,27/03/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.1,,,,,,,,2,
3051,BC15,EXT,Blühfläche PflaPhy,29/05/2025,,,,Hypericum perforatum,Hypericum perforatum,0,0,0,0,0,0.1,,,,,,,,"18, 17, 6",
3097,BC15,EXT,Blühfläche PflaPhy,29/07/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,1,,,,,,,,"13, 17, 10",
3135,BC15,EXT,Blühfläche PflaPhy,01/10/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.5,,,,,,,,"13, 5, 14",
3386,BC17,EXT,Gartenhaus Blühfläche,05/04/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.5,,,,,,,,5,
3483,BC17,EXT,Gartenhaus Blühfläche,23/05/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.1,,,,,,,,"10, 6",
3572,BC17,EXT,Gartenhaus Blühfläche,23/07/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.01,,,,,,,,11,
3647,BC17,EXT,Gartenhaus Blühfläche,01/10/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0,0.1,,,,,,,,"10, 7, 11",
3744,BC18,NW,Gartenhaus,28/03/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0.1,0.1,,,,,,,,4,
3792,BC18,NW,Gartenhaus,24/05/2025,,,,Hypericum perforatum,Hypericum perforatum,0,0,0,0,0.3,0.1,,,,,,,,,
3848,BC18,NW,Gartenhaus,01/08/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0.01,0.001,fl+fr,,,,1,1,,33,
3905,BC18,NW,Gartenhaus,26/09/2025,,,,Hypericum perforatum,Hypericum perforatum,,,,,0.01,0.001,,,,,,,,12,
2623,BC13,SE,Profund,05/04/2025,B,,cf,Hypnum,Hypnum,,,,,0.5,0.1,,,,,,,,1,
2682,BC13,SE,Profund,29/05/2025,B,,cf,Hypnum,Hypnum,0,0,0,0,2,1,,,,,,,,1,
3758,BC18,NW,Gartenhaus,28/03/2025,B,,cf,Hypnum,Hypnum,,,,,2,0.1,,,,,,,,1,
3807,BC18,NW,Gartenhaus,24/05/2025,B,,,Hypnum,Hypnum,0,0,0,0,0.1,0.1,,,,,,,,1,
213,BC02,SE,Garystr. Flächen Gelenkte Spontan,29/03/2025,B,,cf,Hypnum cupressiforme,Hypnum cupressiforme,,,,,1,0.5,,,,,,,,1,
241,BC02,NW,Garystr. Flächen Gelenkte Spontan,22/05/2025,B,,cf,Hypnum cupressiforme,Hypnum cupressiforme,0,0,0,1,2,5,,,,,,,,1,
263,BC02,SE,Garystr. Flächen Gelenkte Spontan,22/05/2025,B,,cf,Hypnum cupressiforme,Hypnum cupressiforme,0,0,0,0,3,,,,,,,,,,
289,BC02,NW,Garystr. Flächen Gelenkte Spontan,24/07/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,15,,,,,,,,,"2, 2, 1",
307,BC02,SE,Garystr. Flächen Gelenkte Spontan,24/07/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,10,15,,,,,,,,,
340,BC02,NW,Garystr. Flächen Gelenkte Spontan,02/10/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,15,10,,,,,,,,,
363,BC02,SE,Garystr. Flächen Gelenkte Spontan,02/10/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,10,,,,,,,,,1,
723,BC04,SE,Hahn-Meitner-Bau,24/05/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,0,0,0,0,3,X,,,,,,,,X,
781,BC04,SE,Hahn-Meitner-Bau,24/07/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,0.2,0.1,,,,,,,,2,
845,BC04,SE,Hahn-Meitner-Bau,02/10/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,10,2,,,,,,,,"2, 2, 3",
2065,BC10,SE,Arnimallee meadow,31/05/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,0,0,0,2,0.5,0.5,,,,,,,,X,
2144,BC10,SE,Arnimallee meadow,25/07/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,2,2,,,,,,,,1,
2736,BC13,SE,Profund,28/07/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,3,0.1,,,,,,,,1,
2745,BC13,EXT,Profund,05/10/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,0,1,,,,,,,,1,
2827,BC14,NW,Biodidaktik,03/04/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,3,1,,,,,,,,1,
2883,BC14,NW,Biodidaktik,29/05/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,0,10,5,5,3,1,,,,,,,,1,
2932,BC14,NW,Biodidaktik,28/07/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,1,0.1,,,,,,,,1,
2979,BC14,NW,Biodidaktik,05/10/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,2,1,,,,,,,,1,
3656,BC17,EXT,Gartenhaus Blühfläche,01/10/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,0,0.1,,,,,,,,1,
13,BC01,NW,August-von-Wassermann Platz,29/03/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,0.5,1,,,,,,,,,
28,BC01,SE,August-von-Wassermann Platz,29/03/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,1,,,,,,,,,"1, 1",
52,BC01,NW,August-von-Wassermann Platz,22/05/2025,,,,Hypochaeris radicata,Hypochaeris radicata,0,0,0,2,5,4,fl,,,,1,,,"3, 4, 4",
70,BC01,SE,August-von-Wassermann Platz,22/05/2025,,,,Hypochaeris radicata,Hypochaeris radicata,0,0,0,0,1,,,,,,,,,,
92,BC01,NW,August-von-Wassermann Platz,24/07/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,2,,fl/fr,,,,1,1,,"32, 7, 6",
105,BC01,SE,August-von-Wassermann Platz,24/07/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,2,2,,,,,,,,,
129,BC01,NW,August-von-Wassermann Platz,02/10/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,2,2,,,,,,,,,
147,BC01,SE,August-von-Wassermann Platz,02/10/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,4,,,,,,,,,"5, 4, 4, 16",
409,BC03,SE,Hahn-Meitner-Fläche,29/03/2025,,30.05,,Hypochaeris radicata,Hypochaeris radicata,,,,,0.5,X,,,,,,,,X,
449,BC03,NW,Hahn-Meitner-Fläche,30/05/2025,,,,Hypochaeris radicata,Hypochaeris radicata,0,0,0,0,0.5,,,,,,,,,,
474,BC03,SE,Hahn-Meitner-Fläche,30/05/2025,,,,Hypochaeris radicata,Hypochaeris radicata,0,0,0,0,1,0.1,,,,,,,,5,
525,BC03,SE,Hahn-Meitner-Fläche,24/07/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,0.01,0.01,,,,,,,,"5, 7",
553,BC03,NW,Hahn-Meitner-Fläche,02/10/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,0.1,0.1,,,,,,,,,
603,BC04,NW,Hahn-Meitner-Bau,29/03/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,7,,,,,,,,,"2, 1, 1",
630,BC04,SE,Hahn-Meitner-Bau,29/03/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,2,3,,,,,,,,,
668,BC04,NW,Hahn-Meitner-Bau,24/05/2025,,,,Hypochaeris radicata,Hypochaeris radicata,0,2,30,22,17,6,flb,,,1,,,,"6, 5, 8",
702,BC04,SE,Hahn-Meitner-Bau,24/05/2025,,,,Hypochaeris radicata,Hypochaeris radicata,50,25,5,3,3,,,,,,,,,,
745,BC04,NW,Hahn-Meitner-Bau,24/07/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,10,7,fl/fr,,,,1,1,,"8, 7, 5",
770,BC04,SE,Hahn-Meitner-Bau,24/07/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,3,,,,,,,,,,
799,BC04,NW,Hahn-Meitner-Bau,02/10/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,15,15,fl+fr,,,,1,1,,,
829,BC04,SE,Hahn-Meitner-Bau,02/10/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,6,,,,,,,,,"12, 9, 16",
851,BC05,EXT,Hochschulsport,28/03/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,0,0.01,,,,,,,,1,
867,BC05,NW,Hochschulsport,28/03/2025,,X,cf glabrous,Hypochaeris radicata,Hypochaeris radicata,,,,,0.2,0.1,,,,,,,,1,
937,BC05,NW,Hochschulsport,30/05/2025,,,,Hypochaeris radicata,Hypochaeris radicata,0,0,0,0,0.3,,,,,,,,,,
975,BC05,SE,Hochschulsport,30/05/2025,,,,Hypochaeris radicata,Hypochaeris radicata,0,0,0,1,2,0.2,flb,,,1,,,,"4, 3, 2",
1013,BC05,NW,Hochschulsport,23/07/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,0.1,,,,,,,,,,
1040,BC05,SE,Hochschulsport,23/07/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,0.5,0.5,fr,,,,,1,,"5, 34, 7",
1076,BC05,NW,Hochschulsport,28/09/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,0.1,0.1,,,,,,,,,
1107,BC05,SE,Hochschulsport,28/09/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,2,,fl,,,,1,,,"8, 6, 5",
1162,BC06,SE,Volleyball,27/03/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,0.2,0.2,,,,,,,,X,
1220,BC06,SE,Volleyball,23/05/2025,,X,,Hypochaeris radicata,Hypochaeris radicata,0,0,0,0,1,0.01,,,,,,,,3,
1272,BC06,SE,Volleyball,30/07/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,2,0.01,,,,,,,,4,
1326,BC06,SE,Volleyball,28/09/2025,,,,Hypochaeris radicata,Hypochaeris radicata,,,,,2,,,,,,,,,"1, 2, 3",
1393,BC07,S,Sophie's site,27/03/2025,,X,Picris,Hypochaeris radicata,Hypochaeris radicata,,,,,0.1,0.2,,,,,,,,2,
1600,BC08,EXT,Senke Zierkirschenplatz,27/03/2025,,X,cf,Hypochaeris radicata,Hypochaeris radicata,,,,,0,0.001,,,,,,,,2,
